,Date,Sales,Revenue,Revenue Goal,Margin,Margin Goal,Customers
1301,25/07/2020,309,56810.1,163701.36,3.33,5.9,858
1302,26/07/2020,241,47648.44,166872.5,2.838,5.6,606
1303,27/07/2020,283,53884.77,141906.58,3.588,5.49,731
1304,28/07/2020,315,60243.05,148316.36,3.33,5.42,777
1305,29/07/2020,250,48489.75,136795.72,3.582,5.58,733
1306,30/07/2020,277,50654.83,141397.02,3.486,5.43,741
1307,31/07/2020,237,43779.52,137119.57,3.24,5.38,558
1308,1/8/2020,538,100643.84,129373.46,4.864,5.47,1290
1309,2/8/2020,340,61782.67,145944.56,4.192,5.5,794
1310,3/8/2020,352,67099.14,165365.43,4.48,5.4,882
1311,4/8/2020,389,72244.05,145695.86,4.6,5.72,1184
1312,5/8/2020,435,81791.62,146716.36,3.872,5.5,1156
1313,6/8/2020,356,68567.43,149378.6,4.576,5.72,912
1314,7/8/2020,381,70239.56,162351.57,3.928,5.39,1027
1315,8/8/2020,461,82215.82,159781.59,4.192,5.64,1187
1316,9/8/2020,389,72720.84,138802.9,4.296,5.53,1167
1317,10/8/2020,414,77437.35,131836.7,3.88,5.19,1100
1318,11/8/2020,277,53458.92,151527.21,4.2,5.74,761
1319,12/8/2020,384,75075.76,127946.03,4.688,5.54,755
1320,13/08/2020,429,77587.32,156718.19,4.264,5.85,1127
1321,14/08/2020,349,67808.02,160519.55,4.76,5.5,730
1322,15/08/2020,398,70251.72,160137.25,4.112,5.27,1292
1323,16/08/2020,288,56565.67,130854.61,4.824,5.4,741
1324,17/08/2020,446,82851.71,128934.38,4.064,5.62,1375
1325,18/08/2020,427,79759.37,127927.84,3.768,5.34,1042
1326,19/08/2020,419,79341.54,152991.99,4.832,5.22,1151
1327,20/08/2020,442,79370.71,150420.4,4.968,5.91,1204
1328,21/08/2020,362,68176.81,143457.41,4.688,5.35,1000
1329,22/08/2020,358,69221.99,148215.79,5.072,5.74,918
1330,23/08/2020,403,75154.42,123552.86,4.456,5.45,965
1331,24/08/2020,492,91463.03,137038.31,4.448,5.49,1376
1332,25/08/2020,482,90299.82,129098,5.408,5.58,1384
1333,26/08/2020,389,73126.56,144800.92,3.48,5.71,1054
1334,27/08/2020,332,64436.76,118925.96,4.68,5.39,709
1335,28/08/2020,461,83346.45,132451.93,3.56,5.46,1152
1336,29/08/2020,327,62848.49,133126.85,4.68,5.24,905
1337,30/08/2020,450,84957,154191.32,3.712,5.67,1259
1338,31/08/2020,495,89776.31,154026.48,4.144,5.68,1334
1339,1/9/2020,338,66379.39,173267.2,5.166,5.42,890
1340,2/9/2020,357,66098.71,147613.88,4.995,5.59,1082
1341,3/9/2020,497,92753.11,150761.99,4.446,5.72,1212
1342,4/9/2020,323,64246.09,149730.33,4.617,5.43,904
1343,5/9/2020,435,79735.42,144132.13,4.653,5.44,1085
1344,6/9/2020,425,80177.37,132876.95,5.76,5.69,1342
1345,7/9/2020,478,93426.37,141992.29,4.788,5.43,1396
1346,8/9/2020,315,62398.63,125887.01,5.283,5.7,768
1347,9/9/2020,467,83786.26,154138.89,4.986,5.43,1275
1348,10/9/2020,436,83100.66,155659.49,5.058,5.53,1233
1349,11/9/2020,479,90061.66,134988.15,4.671,5.38,1373
1350,12/9/2020,389,71824.33,134232.49,5.742,5.31,1058
1351,13/09/2020,425,80506.18,136465.44,4.977,5.52,1092
1352,14/09/2020,393,76135.57,137520.26,5.193,5.57,920
1353,15/09/2020,490,90249.16,143926.77,5.13,5.43,1325
1354,16/09/2020,390,72621.34,140468.49,4.824,5.5,889
1355,17/09/2020,470,89753.88,119882.68,4.518,5.19,1068
1356,18/09/2020,402,77542.55,134694.06,4.725,5.66,1047
1357,19/09/2020,361,71020.39,144561.27,5.013,5.54,934
1358,20/09/2020,498,90823.7,123702.02,5.553,5.43,1486
1359,21/09/2020,419,76949.3,140914.91,5.301,5.52,1072
1360,22/09/2020,348,69300.33,137333.55,5.733,5.64,972
1361,23/09/2020,396,74267.77,140644.83,5.013,5.58,998
1362,24/09/2020,445,86005.96,138000.92,5.472,5.62,1299
1363,25/09/2020,435,76948.77,133163.79,5.31,5.58,1131
1364,26/09/2020,487,89418.92,147113.32,5.256,5.91,1222
1365,27/09/2020,468,85376.23,163611.89,4.77,5.68,1294
1366,28/09/2020,396,69995.62,155744.39,5.418,5.48,926
1367,29/09/2020,399,77389.26,160749.17,4.617,5.62,1071
1368,30/09/2020,478,87830.71,148189.44,4.986,5.57,1166
1369,1/10/2020,591,107859.6,127538.62,4.92,5.48,1377
1370,2/10/2020,506,96070.76,142666.87,5.01,5.45,1179
1371,3/10/2020,382,71531.55,163678.65,5.26,5.48,1158
1372,4/10/2020,461,82027.42,135106.98,6.34,5.75,1162
1373,5/10/2020,463,87532.97,140985.55,4.97,5.4,1184
1374,6/10/2020,633,119450.54,145234.15,5.36,5.61,1849
1375,7/10/2020,544,101030.91,140643.73,5.97,5.47,1333
1376,8/10/2020,453,83573.85,159680.19,6.05,5.7,1209
1377,9/10/2020,382,70688.24,135543.4,6.45,5.35,978
1378,10/10/2020,391,72411.69,138344.47,5.47,5.42,1176
1379,11/10/2020,603,111274.04,125543.2,5.54,5.7,1594
1380,12/10/2020,501,95091.29,139230.82,5.61,5.64,1229
1381,13/10/2020,478,88742.1,127892.79,5.58,5.58,1042
1382,14/10/2020,482,92778.84,155972.71,5.18,5.43,1244
1383,15/10/2020,472,88979.73,158743.1,5.91,5.67,1223
1384,16/10/2020,539,96479.32,139459.06,4.57,5.72,1451
1385,17/10/2020,617,111979.67,158334.62,5.64,5.67,1763
1386,18/10/2020,497,92692.01,163950.52,5.91,5.66,1277
1387,19/10/2020,514,96056.95,127182.4,5.37,5.37,1467
1388,20/10/2020,565,104417.2,146768.42,5.18,5.5,1327
1389,21/10/2020,578,106470.71,139398.66,5.85,5.6,1436
1390,22/10/2020,396,77457.48,132413.97,5.06,5.52,937
1391,23/10/2020,384,72129.98,158032.99,5.4,5.47,966
1392,24/10/2020,648,116169.79,144074.45,5.94,5.51,1698
1393,25/10/2020,499,95274.26,138927.65,5.46,5.53,1377
1394,26/10/2020,498,89655.8,155284.7,5.04,5.5,1447
1395,27/10/2020,464,82543.15,152044.21,5.81,5.41,1255
1396,28/10/2020,493,91023.77,146125.7,6.08,5.36,1247
1397,29/10/2020,492,90460.03,170492.78,5.22,5.47,1290
1398,30/10/2020,384,74463.18,125672.46,4.83,5.8,1033
1399,31/10/2020,416,78052.99,138949.87,5.63,4.97,964
1400,1/11/2020,658,119374.07,153515.81,4.48,5.33,1847
1401,2/11/2020,505,92540.47,128888.78,5.37,5.34,1275
1402,3/11/2020,800,145571.52,178997.27,5.93,5.58,2108
1403,4/11/2020,625,112836.38,157566.41,5.71,5.43,1599
1404,5/11/2020,649,118406.72,139159.26,6.06,5.54,1597
1405,6/11/2020,518,100886.11,150691.2,5.06,5.82,1539
1406,7/11/2020,667,123254.55,142104.76,6.06,5.35,1845
1407,8/11/2020,531,94500.16,137684.38,4.85,5.6,1450
1408,9/11/2020,706,127615.96,151040.52,5.09,5.67,1869
1409,10/11/2020,579,105684.11,145934.15,5.51,5.47,1509
1410,11/11/2020,549,101629.01,136765.9,4.87,5.53,1453
1411,12/11/2020,705,127899.45,129297.14,5.94,5.44,1786
1412,13/11/2020,506,92488.36,163345.2,5.49,5.65,1365
1413,14/11/2020,662,119946.15,183014.33,4.85,5.62,1600
1414,15/11/2020,754,132702.37,139913.44,5.63,5.56,2013
1415,16/11/2020,600,103237.29,137929.26,5.75,5.53,1339
1416,17/11/2020,634,113553.12,140505.78,4.54,5.5,1643
1417,18/11/2020,488,91472.83,140158.45,6.26,5.36,1196
1418,19/11/2020,694,127879.14,137656.16,5.97,5.41,1949
1419,20/11/2020,504,93443.54,124217.41,5.03,5.64,1239
1420,21/11/2020,620,114872.77,135958.04,5.72,5.5,1871
1421,22/11/2020,777,143254.76,147154.66,5.3,5.67,2145
1422,23/11/2020,731,129582.97,133748.35,5.9,5.69,1939
1423,24/11/2020,730,129782.48,157694.65,6.32,5.43,1993
1424,25/11/2020,601,107732.64,148473.44,5.34,5.6,1556
1425,26/11/2020,590,107497.27,127482.13,4.96,5.43,1340
1426,27/11/2020,655,122672.62,160165.41,4.9,5.71,1640
1427,28/11/2020,760,134978.62,152355.19,5.04,5.56,2023
1428,29/11/2020,673,126256.2,152084.08,5.74,5.7,1689
1429,30/11/2020,558,100909.71,142231.32,5.16,5.52,1598
1430,1/12/2020,807,144595.4,148791.14,6.15,5.27,2047
1431,2/12/2020,561,101617.64,143140.25,5,5.59,1359
1432,3/12/2020,889,159244.41,144568.38,5.94,5.45,2411
1433,4/12/2020,683,122318.42,160022,5.04,5.37,1746
1434,5/12/2020,828,149556.61,156392.95,6.18,5.52,1896
1435,6/12/2020,935,168868.51,130283.4,5.51,5.64,2640
1436,7/12/2020,731,140220.29,141187.29,5.2,5.53,1837
1437,8/12/2020,767,137894.99,139749.3,4.98,5.49,1778
1438,9/12/2020,791,142796.98,142305.26,6.19,5.76,1913
1439,10/12/2020,687,127538.35,131384.9,5.37,5.44,1681
1440,11/12/2020,576,104886.83,143739.15,5.74,5.34,1722
1441,12/12/2020,843,155180.2,149779.57,5.38,5.55,2236
1442,13/12/2020,818,151439.32,139947.81,5.6,5.39,2201
1443,14/12/2020,1008,173703.1,140639.15,5.69,5.77,2912
1444,15/12/2020,752,140208.29,132092.61,5.23,5.47,1718
1445,16/12/2020,800,138657,150645.58,3.96,5.6,1909
1446,17/12/2020,979,175145.79,148074.9,5.11,5.51,2388
1447,18/12/2020,829,145218.34,129827.91,5.86,5.48,2142
1448,19/12/2020,672,121705.91,157966,5.63,5.55,1799
1449,20/12/2020,611,108833.42,128055.39,6.35,5.44,1795
1450,21/12/2020,751,135130.49,142384.89,5.44,5.33,1749
1451,22/12/2020,815,151595.28,144558.47,5.59,5.32,2330
1452,23/12/2020,925,158002.34,141110.67,5.29,5.42,2274
1453,24/12/2020,886,159089.4,126134.43,5.16,5.57,2329
1454,25/12/2020,766,134879.5,150054.96,5.86,5.57,2093
1455,26/12/2020,619,113518.97,148465.54,6.31,5.7,1753
1456,27/12/2020,654,121991.83,170393.22,5.69,5.55,1466
1457,28/12/2020,905,166093.92,141424.51,5.74,5.24,2146
1458,29/12/2020,826,146543.29,144984.69,5.61,5.67,2174
1459,30/12/2020,768,143205.23,127145.99,5.25,5.38,1721
1460,31/12/2020,850,150279.92,157610.37,5.27,5.79,2211
1461,1/1/2021,357,35115.71,45212.33,3.3,5.54,1505
1462,2/1/2021,273,25820.56,51109.52,3.306,5.62,1214
1463,3/1/2021,371,35569.51,47715.48,3.156,5.69,1717
1464,4/1/2021,355,34029.13,47034.25,3.21,5.7,1773
1465,5/1/2021,240,23897.76,41626.84,2.748,5.47,1093
1466,6/1/2021,268,25098.7,44147.58,3.462,5.66,1360
1467,7/1/2021,366,35232.97,37399.29,3.516,5.63,1599
1468,8/1/2021,285,26675.63,39831.02,3.348,5.66,1515
1469,9/1/2021,311,29447.65,46452.85,3.444,5.27,1386
1470,10/1/2021,255,25872.55,41812.08,3.216,5.42,1230
1471,11/1/2021,307,30382.04,48832.46,3.396,5.73,1416
1472,12/1/2021,242,23583.56,39609.46,3.72,5.77,1263
1473,13/01/2021,217,21100.69,41226.64,2.874,5.38,1214
1474,14/01/2021,268,27775.9,40488.81,3.564,5.35,1479
1475,15/01/2021,290,27645.95,46639.02,3.102,5.48,1563
1476,16/01/2021,282,26573.57,49647.97,3.312,5.73,1455
1477,17/01/2021,294,28034.31,40079.9,3.564,5.54,1473
1478,18/01/2021,245,22673.18,45217.59,3.468,5.28,1203
1479,19/01/2021,262,25401.97,44677.86,3.192,5.34,1317
1480,20/01/2021,308,29277.49,46643.17,3.336,5.55,1678
1481,21/01/2021,334,33154.12,49438.28,3.036,5.74,1596
1482,22/01/2021,330,31883.21,39193.17,3.564,5.64,1727
1483,23/01/2021,318,31412.63,43726.56,3.072,5.67,1586
1484,24/01/2021,297,28838.44,45473.62,3.108,5.43,1579
1485,25/01/2021,263,25247.33,47572.32,3.516,5.46,1182
1486,26/01/2021,263,24770.59,51944.11,3.306,5.45,1393
1487,27/01/2021,297,27969.8,34635.7,3.468,5.37,1437
1488,28/01/2021,325,30986.7,40578.36,2.778,5.44,1611
1489,29/01/2021,314,30587.92,40955.38,3.504,5.56,1639
1490,30/01/2021,286,27815.54,48465.43,3.702,5.58,1345
1491,31/01/2021,323,32665,46719.55,2.952,5.47,1471
1492,1/2/2021,297,28790.68,43202.57,3.78,5.5,1399
1493,2/2/2021,203,19535.14,43615.76,3.282,5.55,1116
1494,3/2/2021,235,22766.73,45205.85,2.766,5.62,1143
1495,4/2/2021,252,23098.54,39971.29,3.402,5.37,1201
1496,5/2/2021,310,29546.32,47374.54,3.114,5.57,1603
1497,6/2/2021,293,27817.6,39046.3,3.498,5.48,1418
1498,7/2/2021,307,30563.13,44412.18,3.66,5.32,1672
1499,8/2/2021,330,30089.31,49036.26,3.156,5.42,1691
1500,9/2/2021,297,29862.84,43214.06,3.378,5.52,1580
1501,10/2/2021,285,26934.74,43315.35,3.522,5.35,1437
1502,11/2/2021,228,23591.24,44415.71,3.102,5.54,1178
1503,12/2/2021,222,21079.86,44251.86,3.204,5.33,967
1504,13/02/2021,238,23121.4,40197.05,3.654,5.72,1088
1505,14/02/2021,239,23124.17,43511.53,3.558,5.58,1333
1506,15/02/2021,243,23476.18,47088.99,3.042,5.43,1146
1507,16/02/2021,261,25289.17,43006.66,3.636,5.37,1195
1508,17/02/2021,332,30436.28,43465.74,3.09,5.75,1457
1509,18/02/2021,334,32891.4,49611.1,2.892,5.67,1725
1510,19/02/2021,294,29049.31,47088.95,3.342,5.51,1499
1511,20/02/2021,318,32726.1,43857.99,3.324,5.68,1661
1512,21/02/2021,265,25169.04,51896.84,3.024,5.58,1484
1513,22/02/2021,328,31566.83,46310.43,3.276,5.68,1429
1514,23/02/2021,210,20363.42,44908.1,3.414,5.58,970
1515,24/02/2021,275,26968.02,46058.63,3.018,5.53,1504
1516,25/02/2021,296,29049.98,41350.85,3.534,5.27,1488
1517,26/02/2021,322,30969.74,40301,3.288,5.64,1694
1518,27/02/2021,343,32424.45,44782.36,3.624,5.57,1651
1519,28/02/2021,312,31299.42,44644.25,3.15,5.57,1528
1520,1/3/2021,349,34218.63,49098.99,3.822,5.25,1962
1521,2/3/2021,369,35527.43,44631.04,3.486,5.44,1747
1522,3/3/2021,359,33494.78,45773.67,3.36,5.5,1610
1523,4/3/2021,324,31247.57,42863.66,4.417,5.62,1791
1524,5/3/2021,242,23878.77,42426.97,4.172,5.34,1131
1525,6/3/2021,342,31031.84,41264.12,3.668,5.55,1621
1526,7/3/2021,404,38233.53,39973.19,3.696,5.54,1967
1527,8/3/2021,307,28666.49,45534.87,3.85,5.41,1286
1528,9/3/2021,299,28591.93,49839.35,3.773,5.52,1292
1529,10/3/2021,341,33945.13,40362.57,3.731,5.55,1804
1530,11/3/2021,322,30468.28,45957.71,3.738,5.38,1570
1531,12/3/2021,300,28512.78,46037.27,3.682,5.61,1458
1532,13/03/2021,433,40406.18,44992.01,3.857,5.45,2054
1533,14/03/2021,248,24480.23,42986.91,4.326,5.39,1074
1534,15/03/2021,333,32668.67,47691.47,4.62,5.7,1460
1535,16/03/2021,265,26344.04,51374.59,3.752,5.4,1183
1536,17/03/2021,271,26355.47,47585.18,4.053,5.58,1299
1537,18/03/2021,358,33928.02,43126.66,4.151,5.38,1703
1538,19/03/2021,348,34236.14,51508.58,3.605,5.5,1842
1539,20/03/2021,360,35098.87,47897.91,3.934,5.47,1692
1540,21/03/2021,328,31108.98,52333.11,3.612,5.72,1591
1541,22/03/2021,359,35782.8,47877.36,3.983,5.39,1833
1542,23/03/2021,236,24027.52,51185.83,3.899,5.44,1151
1543,24/03/2021,348,33785.54,38485.37,3.766,5.53,1600
1544,25/03/2021,318,29943.45,45828.58,3.675,5.65,1344
1545,26/03/2021,351,33828.21,42518.11,3.857,5.65,1469
1546,27/03/2021,325,30704.92,45186.21,4.137,5.51,1655
1547,28/03/2021,306,29574.46,49691.05,3.29,5.49,1583
1548,29/03/2021,320,31557.17,49322.42,3.479,5.73,1659
1549,30/03/2021,221,21711.24,37602.11,3.493,5.52,1164
1550,31/03/2021,301,29685.76,42018.69,3.703,5.64,1322
1551,1/4/2021,346,32539.34,44345.2,3.552,5.47,1909
1552,2/4/2021,320,30924.92,46799.8,4.944,5.76,1344
1553,3/4/2021,329,32947.45,43605.53,4.192,5.68,1691
1554,4/4/2021,352,34746.42,41595.97,4.472,5.27,1878
1555,5/4/2021,541,50681.07,45979.11,4.712,5.48,2530
1556,6/4/2021,463,44768.5,46084.25,4.6,5.69,2418
1557,7/4/2021,400,38142.42,42904.66,4.056,5.59,1754
1558,8/4/2021,321,30785.42,43785.91,4.44,5.25,1664
1559,9/4/2021,448,40940.71,42579.65,4.48,5.4,1956
1560,10/4/2021,331,32238.79,43573.24,3.416,5.55,1564
1561,11/4/2021,430,40261.1,48021.78,4.6,5.67,2150
1562,12/4/2021,439,40328,50148.96,4.128,5.54,2014
1563,13/04/2021,419,39909.49,43161.61,4.6,5.18,1891
1564,14/04/2021,443,43039.33,39895.57,3.824,5.42,1953
1565,15/04/2021,363,36174.42,51956.18,4.712,5.49,1620
1566,16/04/2021,357,34494.7,44996.57,4.576,5.58,1857
1567,17/04/2021,381,37024.54,36404.06,4.416,5.49,1943
1568,18/04/2021,316,31606,39022.32,4.624,5.51,1372
1569,19/04/2021,373,36188.73,52519.28,4.584,5.48,1809
1570,20/04/2021,377,35988.59,48874.24,4.672,5.66,1848
1571,21/04/2021,382,36800.53,45003.35,4.896,5.34,1923
1572,22/04/2021,426,39786.25,50328.87,4.352,5.35,2123
1573,23/04/2021,385,35813.51,49290.4,3.944,5.4,1931
1574,24/04/2021,365,34252.84,42029.78,4.384,5.4,1857
1575,25/04/2021,428,39515.45,42626.22,4.392,5.63,2197
1576,26/04/2021,390,35660.39,48237.65,5.384,5.73,2197
1577,27/04/2021,431,40799.08,42799.41,4.744,5.73,2203
1578,28/04/2021,385,35944.19,42790.11,4.384,5.45,1544
1579,29/04/2021,408,37705.81,52945.09,4.456,5.32,1769
1580,30/04/2021,323,30858.83,39124.61,4.968,5.5,1556
1581,1/5/2021,447,42260.35,40373.39,4.44,5.61,2411
1582,2/5/2021,346,33068.86,45517.06,4.664,5.53,1629
1583,3/5/2021,384,36837.35,42271.9,4.112,5.31,2129
1584,4/5/2021,324,29662.5,50919.3,4.312,5.56,1469
1585,5/5/2021,365,36785.84,39027.18,4.344,5.45,1581
1586,6/5/2021,367,35770.9,41159.62,4.2,5.7,1696
1587,7/5/2021,401,37669.83,41406.07,3.976,5.42,1853
1588,8/5/2021,390,38453.34,45396.55,4.144,5.63,1834
1589,9/5/2021,329,31801.06,40658.66,4.128,5.39,1485
1590,10/5/2021,459,42970.34,49263.86,4.92,5.73,2101
1591,11/5/2021,386,36306.57,46246.32,4.336,5.54,2018
1592,12/5/2021,342,32171.65,44311.49,4.608,5.57,1726
1593,13/05/2021,342,32097.71,43696.32,4.216,5.66,1652
1594,14/05/2021,429,39852.69,41659.41,4.96,5.75,2097
1595,15/05/2021,331,31224.74,40682.62,4.08,5.37,1709
1596,16/05/2021,375,35676.35,47879.17,3.976,5.51,1783
1597,17/05/2021,304,28883.51,43713.28,3.728,5.18,1403
1598,18/05/2021,429,40818.4,43198.16,5,5.45,1934
1599,19/05/2021,372,35168.95,44066.63,4.704,5.33,1902
1600,20/05/2021,431,41390.57,51651.97,4.624,5.63,2116
1601,21/05/2021,393,37858.07,38833.77,4.008,5.53,1828
1602,22/05/2021,443,41366.85,42919.85,4.848,5.39,2344
1603,23/05/2021,386,37723.99,48299.39,4.408,5.57,1840
1604,24/05/2021,425,38812.69,48479.4,4.16,5.52,2250
1605,25/05/2021,252,24216.25,40738.92,4.624,5.52,1229
1606,26/05/2021,384,36993.28,46605.52,4.28,5.56,2071
1607,27/05/2021,441,40724.23,45606.37,4.984,5.37,2065
1608,28/05/2021,408,37755.05,45608.16,3.952,5.51,1895
1609,29/05/2021,477,44584.25,41963.77,4.728,5.58,2287
1610,30/05/2021,462,44928.5,46512.58,4.72,5.49,2454
1611,31/05/2021,365,34253.58,44035.87,4.752,5.62,1841
1612,1/6/2021,466,42555,42511.1,5.62,5.56,2241
1613,2/6/2021,448,42608.83,43047.49,6,5.7,2545
1614,3/6/2021,528,46387.72,46826.43,5.05,5.64,2637
1615,4/6/2021,423,39694.55,43541.84,5.85,5.47,1704
1616,5/6/2021,573,53765.07,45765.54,5.73,5.53,3067
1617,6/6/2021,479,44730.36,48143.15,5.22,5.43,2446
1618,7/6/2021,434,41169.92,45341.01,5.57,5.51,2084
1619,8/6/2021,383,37368.6,41420.85,5.97,5.58,1970
1620,9/6/2021,593,55821.7,45181.75,5.26,5.59,3135
1621,10/6/2021,487,46718.44,43519.54,5.25,5.69,2128
1622,11/6/2021,565,53980.92,44328.15,5.59,5.5,2784
1623,12/6/2021,382,36014.71,44941.27,5.8,5.7,1606
1624,13/06/2021,470,43969.84,37522.68,6.01,5.29,2518
1625,14/06/2021,485,46008.74,43660.55,6.33,5.9,2605
1626,15/06/2021,524,48227.59,51582.83,5.31,5.52,2538
1627,16/06/2021,528,46788.01,52161.73,5.91,5.77,3057
1628,17/06/2021,494,46794.95,43831.14,5.96,5.29,2418
1629,18/06/2021,485,45037.21,39057.36,5.45,5.72,2327
1630,19/06/2021,515,48672.35,40320.18,4.96,5.27,2854
1631,20/06/2021,357,34389.77,45297.12,6.04,5.23,1572
1632,21/06/2021,413,39685.4,46092.53,5.96,5.75,1951
1633,22/06/2021,473,41449.01,37197.18,5.72,5.34,2689
1634,23/06/2021,511,45563.38,52092.36,4.94,5.73,2596
1635,24/06/2021,410,39141.13,40370.11,6.15,5.43,1905
1636,25/06/2021,572,54523.97,46377.85,5.73,5.65,3046
1637,26/06/2021,397,36981.22,48913.69,4.64,5.98,1624
1638,27/06/2021,466,44846.59,46036.99,5.69,5.33,2406
1639,28/06/2021,393,36947.78,52657.49,5.82,5.61,2077
1640,29/06/2021,499,46580.64,43657.54,5.2,5.63,2438
1641,30/06/2021,470,42143.38,35553.67,6.33,5.51,2362
1642,1/7/2021,545,51720.76,46124.19,6.04,5.4,2661
1643,2/7/2021,444,42633.8,43526.2,6.18,5.72,2129
1644,3/7/2021,457,39320.83,54374.49,5.9,5.28,2377
1645,4/7/2021,506,47096.22,47426.2,5.23,5.74,2610
1646,5/7/2021,505,47153.81,51978.09,5.68,5.41,2641
1647,6/7/2021,502,48030.38,40325.82,4.8,5.46,2267
1648,7/7/2021,480,42013.25,45984.63,5.11,5.32,2810
1649,8/7/2021,484,45979.92,45050.38,4.73,5.58,1816
1650,9/7/2021,587,51435.8,48382.13,5.09,5.58,2682
1651,10/7/2021,583,54331.86,43682.65,5.59,5.55,2898
1652,11/7/2021,414,39757.63,43971.73,5.29,5.33,1867
1653,12/7/2021,504,46199.87,53504.43,5.53,5.41,2218
1654,13/07/2021,345,32923.37,38741.25,5.53,5.59,1843
1655,14/07/2021,479,45821.92,47716.7,5.57,5.41,2422
1656,15/07/2021,576,52024.67,41701.15,6.11,5.41,2312
1657,16/07/2021,529,48743.93,39617.86,5.87,5.6,2293
1658,17/07/2021,546,48734.18,42706.74,5.49,5.38,3007
1659,18/07/2021,427,40783.6,39790.19,5.66,5.5,2189
1660,19/07/2021,537,49385.16,56010.52,5.4,5.65,2384
1661,20/07/2021,352,34016.71,48315.06,5.28,5.23,1570
1662,21/07/2021,474,44000.25,45082.97,5.89,5.38,2445
1663,22/07/2021,510,47268.11,43903.66,5.66,5.59,2514
1664,23/07/2021,418,39357.93,51185.27,5.45,5.75,2457
1665,24/07/2021,449,43077.83,57034.31,6.02,5.65,2145
1666,25/07/2021,384,37555.96,38732.49,4.77,5.6,1875
1667,26/07/2021,530,48897.22,49774.14,4.88,5.58,2588
1668,27/07/2021,603,52454.68,43710.53,4.85,5.49,3278
1669,28/07/2021,522,46748.42,48688.06,4.82,5.41,2704
1670,29/07/2021,381,35939.11,44926.89,5.36,5.51,1762
1671,30/07/2021,371,34284.47,41486.84,5.26,5.65,1847
1672,31/07/2021,514,47190.66,37799.05,5.71,5.69,2676
1673,1/8/2021,546,50397.1,46700.53,5.11,5.35,2853
1674,2/8/2021,446,42840.7,45344.72,5.11,5.68,2164
1675,3/8/2021,471,42004.17,43956.75,5.96,5.54,2321
1676,4/8/2021,453,42556.76,44683.87,5.78,5.7,2416
1677,5/8/2021,482,43924.53,43025.65,5.6,5.84,2195
1678,6/8/2021,504,45630.22,54022.93,4.82,5.79,2552
1679,7/8/2021,382,35134.38,46785.14,5.51,5.36,1684
1680,8/8/2021,577,52584.71,38487.81,5.66,5.64,2756
1681,9/8/2021,558,52673.34,42578.03,5.27,5.54,2541
1682,10/8/2021,557,52152.01,38846.52,5.96,5.65,2363
1683,11/8/2021,515,48683.89,46249.94,5.12,5.58,2723
1684,12/8/2021,615,54097.6,50905.99,4.78,5.43,2728
1685,13/08/2021,494,45874.67,47523.76,5.83,5.44,2295
1686,14/08/2021,589,53822.45,47770.27,5.9,5.57,3226
1687,15/08/2021,478,45074.57,49131.52,5.5,5.55,1936
1688,16/08/2021,456,42885.25,42444.46,5.84,5.58,2114
1689,17/08/2021,396,38086.7,36777.3,5.73,5.44,1922
1690,18/08/2021,511,47329.64,44700.69,6.06,5.58,2694
1691,19/08/2021,608,55896.11,46795.72,5.37,5.47,3038
1692,20/08/2021,439,39863.25,45910.79,5.47,5.22,2184
1693,21/08/2021,325,32519.8,47388.25,5.33,5.31,1793
1694,22/08/2021,380,36035.19,36346.71,5.88,5.35,1951
1695,23/08/2021,564,49845.74,39259.07,5.68,5.67,3101
1696,24/08/2021,386,36974.87,43003.97,5.45,5.5,2104
1697,25/08/2021,571,50367.29,47860.76,6.25,5.45,2281
1698,26/08/2021,427,40823.99,49448.73,5.62,5.29,2306
1699,27/08/2021,571,48899.36,41206.51,5.31,5.49,2896
1700,28/08/2021,465,43475.35,41489.53,5.61,5.51,2454
1701,29/08/2021,469,41180.17,45463.94,5.12,5.5,2230
1702,30/08/2021,415,39099.58,47237.83,5.12,5.43,1981
1703,31/08/2021,486,43505.11,41619.88,4.49,5.67,2641
1704,1/9/2021,554,52014.08,43090.37,5.52,6.03,2876
1705,2/9/2021,478,45409.32,32852.77,5.95,5.68,2677
1706,3/9/2021,515,50255.64,43865.52,5.74,5.6,2395
1707,4/9/2021,462,43618.87,46292.02,5.35,5.6,2174
1708,5/9/2021,431,42473.7,46133.52,5.2,5.43,2184
1709,6/9/2021,570,50684.66,47165.6,5.44,5.74,2569
1710,7/9/2021,516,48759.7,40059.82,5.36,5.58,2585
1711,8/9/2021,508,45941.29,45949.5,6.11,5.64,2578
1712,9/9/2021,437,39410.8,44638.52,5.86,5.45,1990
1713,10/9/2021,567,53636.73,47170.95,5.94,5.48,2935
1714,11/9/2021,534,47583.97,51938.75,5.68,5.72,2379
1715,12/9/2021,585,50963.58,47984.52,5.71,5.78,3014
1716,13/09/2021,441,40237.54,44125.82,6.01,5.62,2223
1717,14/09/2021,660,55717.4,44491.57,5.34,5.5,3404
1718,15/09/2021,462,41628.8,48789.41,6.01,5.64,2318
1719,16/09/2021,484,46255.72,44655.15,5.67,5.58,2302
1720,17/09/2021,598,53224.28,43217.35,5.79,5.78,2937
1721,18/09/2021,375,35910,48207.77,5.09,5.54,1674
1722,19/09/2021,366,34573.02,53235.75,5.01,5.57,1780
1723,20/09/2021,486,46874.66,39173.56,5.54,5.61,2574
1724,21/09/2021,602,51314.88,42462.83,5.81,5.52,2980
